Quote No.;Status;Status Reason;Quote Date;CRM-Status;Customer No.;ZIP;Date for Follow-Up;Followed up on;Person in Charge; Value of Quotation ;Probability (%);Order No.;Responsible;Representative;Customer Ref.;Prod. Category (Text);Prod. Master Class (Text);Scoring Automation;Scoring Tool- & Workholding
1020323;5) Quote not realized;Quote for information purposes;07.12.2022;4) Buying customer;1167;524 42;;02.01.2023;1; 266 064 kr ;100%;;Sales representative;107;Palletter KSP;4 - Stationary Workholding;404 - Quick change pallet syst. spec.;4 - Casual customer;2 - Prospect customer
1020336;4) Order received;Order is entered;07.12.2022;4) Buying customer;1020;151 38;;;8; 2 380 kr ;100%;95884;Sales representative;106;IR 1337974;3 - Automation Standard;3ZO - Accessories Automation;1 - Top customer;1 - Top customer
1020334;4) Order received;Order is entered;07.12.2022;4) Buying customer;2805;541 34;;;2; 118 885 kr ;100%;95912;Sales representative;109;M2105540-047;3 - Automation Standard;3GP - Gripping Modules pneumatic;1 - Top customer;2 - Prospect customer
1020335;4) Order received;Order is entered;07.12.2022;4) Buying customer;2428;574 50;;;8; 4 528 kr ;100%;95898;Sales representative;118;Tribos-S;2 - Toolholding Systems;2PS - TRIBOS;4 - Casual customer;4 - Casual customer
1020331;5) Quote not realized;Quote for information purposes;07.12.2022;4) Buying customer;1672;414 74;;;2; 19 555 kr ;100%;;Sales representative;107;Offert;4 - Stationary Workholding;403 - Quick change pallet syst. Std.;4 - Casual customer;1 - Top customer
1020333;4) Order received;Order is entered;07.12.2022;4) Buying customer;3836;549 37;;;2; 2 542 kr ;100%;95873;Sales representative;107;Offert;1 - Chuck Jaws;1XS - Jaws Special;4 - Casual customer;2 - Prospect customer
1020332;5) Quote not realized;End cust, did not place an order;07.12.2022;4) Buying customer;1009;331 44;;18.01.2023;8; 40 047 kr ;100%;;Sales representative;105;SWS;3 - Automation Standard;3RW;2 - Prospect customer;4 - Casual customer
1019762;4) Order received;Order is entered;07.12.2022;4) Buying customer;4056;250 23;;21.10.2022;4; 562 618 kr ;100%;96159;Sales representative;111;Projekt ny maskincell;4 - Stationary Workholding;402 - Workholding systems special;4 - Casual customer;2 - Prospect customer
1019720;4) Order received;Order is entered;06.12.2022;4) Buying customer;1660;731 50;;;1; 30 408 kr ;100%;95820;Sales representative;104;PGN+P 200;3 - Automation Standard;3GP - Gripping Modules pneumatic;1 - Top customer;4 - Casual customer
1020312;4) Order received;Order is entered;06.12.2022;4) Buying customer;1640;392 39;;;8; 2 088 kr ;100%;95800;Sales representative;111;Backar;1 - Chuck Jaws;1XS - Jaws Special;2 - Prospect customer;1 - Top customer
1020313;4) Order received;Order is entered;06.12.2022;4) Buying customer;2087;691 80;;;8; 6 800 kr ;100%;96085;Sales representative;103;Tendo EC HSK-A 63;2 - Toolholding Systems;2TS - TENDO;4 - Casual customer;2 - Prospect customer
1020314;4) Order received;Order is entered;06.12.2022;4) Buying customer;52176;713 82;;;13; 17 674 kr ;100%;95954;Sales representative;104;DRG-44-90-AS;3 - Automation Standard;3GP - Gripping Modules pneumatic;4 - Casual customer;4 - Casual customer
1020318;4) Order received;Order is entered;06.12.2022;4) Buying customer;52649;183 79;;;7; 18 110 kr ;100%;97266;Sales representative;104;Fingrar till PGN+P64;5 - Automation System Solutions;5SK - Special components;4 - Casual customer;4 - Casual customer
1020315;4) Order received;Order is entered;06.12.2022;4) Buying customer;2783;293 34;;;1; 2 995 kr ;100%;95981;Sales representative;105;Sugkoppar FSGA 78 NBR-55 G1/4-;3 - Automation Standard;3MS;4 - Casual customer;4 - Casual customer
1020316;5) Quote not realized;Quote validity is expired;06.12.2022;5) Lost customer;52437;952 61;;;8; 17 753 kr ;100%;;Sales representative;103;Tendo Slim;2 - Toolholding Systems;2TS - TENDO;4 - Casual customer;4 - Casual customer
1020317;5) Quote not realized;Quote validity is expired;06.12.2022;5) Lost customer;50626;330 33;;17.05.2023;1; 18 069 kr ;100%;;Sales representative;105;Gripdon PSH-22-1;3 - Automation Standard;3GP - Gripping Modules pneumatic;4 - Casual customer;4 - Casual customer
1020304;4) Order received;Order is entered;06.12.2022;4) Buying customer;1038;747 44;;;1; 40 278 kr ;100%;95944;Sales representative;104;Via infomail;3 - Automation Standard;3LO - Linear Modules;2 - Prospect customer;1 - Top customer
1020308;4) Order received;Order is entered;06.12.2022;4) Buying customer;50682;293 38;;;8; 53 793 kr ;100%;95806;Sales representative;105;NAV - Klemensson;3 - Automation Standard;3GP - Gripping Modules pneumatic;4 - Casual customer;4 - Casual customer
1020309;4) Order received;Order is entered;06.12.2022;4) Buying customer;50682;293 38;;;8; 124 427 kr ;100%;95805;Sales representative;105;NAV - Steens;3 - Automation Standard;3GP - Gripping Modules pneumatic;4 - Casual customer;4 - Casual customer
1020310;5) Quote not realized;Quote validity is expired;06.12.2022;5) Lost customer;52786;652 21;;;8; 22 180 kr ;100%;;Sales representative;103;SPM, Vero-S;4 - Stationary Workholding;403 - Quick change pallet syst. Std.;4 - Casual customer;4 - Casual customer
1020274;4) Order received;Order is entered;06.12.2022;4) Buying customer;1554;652 21;;;8; 13 981 kr ;100%;95860;Sales representative;103;Backar;1 - Chuck Jaws;1XS - Jaws Special;4 - Casual customer;2 - Prospect customer
1020223;4) Order received;Order is entered;06.12.2022;4) Buying customer;52383;554 74;;;7; 23 804 kr ;100%;95834;Sales representative;109;Vakuumgummi;3 - Automation Standard;3MS;4 - Casual customer;4 - Casual customer
1020296;4) Order received;Order is entered;05.12.2022;4) Buying customer;1241;447 37;;;1; 14 198 kr ;100%;95792;Sales representative;109;Renovering  8730;3 - Automation Standard;3SO - Service Automation Components;1 - Top customer;4 - Casual customer
1020305;5) Quote not realized;Price/Project not realized;05.12.2022;4) Buying customer;1167;524 42;;;1; 11 300 kr ;100%;;Sales representative;109;Gripdon PGN+125;3 - Automation Standard;3GP - Gripping Modules pneumatic;4 - Casual customer;2 - Prospect customer
1020298;4) Order received;Order is entered;05.12.2022;4) Buying customer;1403;213 76;;05.12.2022;1; 921 kr ;100%;95824;Sales representative;111;MID/Nolato Meditec Patrik Ahlk;4 - Stationary Workholding;401 - Clamping systems Std.;4 - Casual customer;2 - Prospect customer
1020299;4) Order received;Order is entered;05.12.2022;5) Lost customer;50063;612 73;;;4; 95 546 kr ;100%;95896;Sales representative;118;Magnetbord;4 - Stationary Workholding;405 - Magnetic Clamp. Tech. Std.;4 - Casual customer;4 - Casual customer
1020300;5) Quote not realized;Price/Project not realized;05.12.2022;4) Buying customer;2452;352 45;;;1; 64 520 kr ;100%;;Sales representative;111;Spännkraftsprovare IFT;8 - Lathe Chucks;8XS - Power Chucks Standard;4 - Casual customer;4 - Casual customer
1020301;5) Quote not realized;Quote validity is expired;05.12.2022;5) Lost customer;4094;691 37;;;1; 15 112 kr ;100%;;Sales representative;104;Gripdon PGF 100;3 - Automation Standard;3GP - Gripping Modules pneumatic;4 - Casual customer;4 - Casual customer
1020297;4) Order received;Order is entered;05.12.2022;4) Buying customer;1086;501 78;;;1; 20 750 kr ;100%;95773;Sales representative;107;Tendo förlängare;2 - Toolholding Systems;2TS - TENDO;4 - Casual customer;2 - Prospect customer
1020306;4) Order received;Order is entered;05.12.2022;4) Buying customer;2783;293 34;;;2; 3 919 kr ;100%;96614;Sales representative;105;Schmalz;3 - Automation Standard;3MS;4 - Casual customer;4 - Casual customer
1020303;4) Order received;Order is entered;05.12.2022;4) Buying customer;52095;523 61;;;7; 15 600 kr ;100%;95780;Sales representative;109;PFYN 50 VU1-72 G1/4-IG;3 - Automation Standard;3MS;4 - Casual customer;4 - Casual customer
1020294;5) Quote not realized;Quote for information purposes;02.12.2022;5) Lost customer;1653;554 54;;06.12.2022;8; 319 405 kr ;100%;;Sales representative;102;ROTA-S PLUS 800-252;8 - Lathe Chucks;810 - Manual Chucks;2 - Prospect customer;2 - Prospect customer
1020295;4) Order received;Order is entered;02.12.2022;4) Buying customer;50567;695 30;;;1; 25 281 kr ;100%;95913;Sales representative;104;Vakuumgrip + reservdelar;3 - Automation Standard;3MS;4 - Casual customer;4 - Casual customer
1020292;4) Order received;Order is entered;02.12.2022;4) Buying customer;1020;151 38;;;8; 4 143 kr ;100%;95747;Sales representative;118;IR 1336429;1 - Chuck Jaws;1XS - Jaws Special;1 - Top customer;1 - Top customer
1020293;4) Order received;Order is entered;02.12.2022;4) Buying customer;1332;343 76;;;8; 32 140 kr ;100%;95788;Sales representative;105;PGN+P 300-1-AS;3 - Automation Standard;3GP - Gripping Modules pneumatic;4 - Casual customer;4 - Casual customer
1020291;4) Order received;Order is entered;02.12.2022;4) Buying customer;1023;737 30;;;1; 3 555 kr ;100%;95738;Sales representative;103;Kloback;1 - Chuck Jaws;1XS - Jaws Special;4 - Casual customer;2 - Prospect customer
1020255;4) Order received;Order is entered;01.12.2022;6) Expired customer;2333;652 21;;;8; 7 502 kr ;100%;95756;Sales representative;104;Gripdon;3 - Automation Standard;3GP - Gripping Modules pneumatic;4 - Casual customer;4 - Casual customer
1020286;5) Quote not realized;Quote for information purposes;01.12.2022;4) Buying customer;2849;191 44;;;4; 108 866 kr ;100%;;Sales representative;102;4274/FW/Johan Nordström/Nakamu;8 - Lathe Chucks;8XS - Power Chucks Standard;4 - Casual customer;4 - Casual customer
1020287;4) Order received;Order is entered;01.12.2022;4) Buying customer;1020;151 38;;05.12.2022;8; 13 263 kr ;100%;95758;Sales representative;106;IR1336129AN;3 - Automation Standard;3RA -;1 - Top customer;1 - Top customer
1020288;4) Order received;Order is entered;01.12.2022;5) Lost customer;50950;554 56;;;1; 2 512 kr ;100%;95839;Sales representative;107;Gripbackar för KSC 125;4 - Stationary Workholding;401 - Clamping systems Std.;4 - Casual customer;4 - Casual customer
1020290;4) Order received;Order is entered;01.12.2022;4) Buying customer;1555;736 36;;;8; 13 940 kr ;100%;95783;Sales representative;104;PGN 100;3 - Automation Standard;3GP - Gripping Modules pneumatic;2 - Prospect customer;2 - Prospect customer
1020285;4) Order received;Order is entered;01.12.2022;4) Buying customer;1020;151 38;;;4; 2 762 kr ;100%;95712;Sales representative;118;SWB 250;1 - Chuck Jaws;1XS - Jaws Special;1 - Top customer;1 - Top customer
1020284;5) Quote not realized;Quote validity is expired;01.12.2022;4) Buying customer;3751;792 32;;;8; 10 910 kr ;100%;;Sales representative;104;Gripdon;3 - Automation Standard;3GP - Gripping Modules pneumatic;4 - Casual customer;4 - Casual customer
1020276;4) Order received;Order is entered;01.12.2022;4) Buying customer;50142;695 32;;;8; 50 151 kr ;100%;95700;Sales representative;103;Hållare;2 - Toolholding Systems;2CS - CELSIO;4 - Casual customer;2 - Prospect customer
1020281;4) Order received;Order is entered;01.12.2022;4) Buying customer;3267;415 05;;;1; 10 506 kr ;100%;95793;Sales representative;107;VTS VOLVO GRM PN;4 - Stationary Workholding;404 - Quick change pallet syst. spec.;2 - Prospect customer;4 - Casual customer
1020282;4) Order received;Order is entered;01.12.2022;5) Lost customer;3536;743 86;;;8; 20 092 kr ;100%;95736;Sales representative;103;KSC tillbehör;4 - Stationary Workholding;401 - Clamping systems Std.;4 - Casual customer;4 - Casual customer
1020283;4) Order received;Order is entered;01.12.2022;4) Buying customer;1020;151 38;;;8; 16 776 kr ;100%;95705;Sales representative;106;IR 1335502;3 - Automation Standard;3RA -;1 - Top customer;1 - Top customer
1020215;4) Order received;Order is entered;30.11.2022;4) Buying customer;2805;541 34;;;2; 157 214 kr ;100%;95753;Sales representative;109;M2105510-024;4 - Stationary Workholding;401 - Clamping systems Std.;1 - Top customer;2 - Prospect customer
1020277;4) Order received;Order is entered;30.11.2022;4) Buying customer;50628;363 41;;;7; 2 033 kr ;100%;95693;Sales representative;105;SDV-P ventil;3 - Automation Standard;3ZO - Accessories Automation;2 - Prospect customer;2 - Prospect customer
1020279;4) Order received;Order is entered;30.11.2022;5) Lost customer;52562;281 41;;;8; 18 054 kr ;100%;95822;Sales representative;105;P22028;3 - Automation Standard;3GP - Gripping Modules pneumatic;4 - Casual customer;4 - Casual customer
1020273;4) Order received;Order is entered;30.11.2022;5) Lost customer;1714;361 42;;;1; 3 872 kr ;100%;95687;Sales representative;105;Friktionsplatta + tätingsläpp;3 - Automation Standard;3MS;4 - Casual customer;4 - Casual customer
1020275;4) Order received;Order is entered;30.11.2022;4) Buying customer;1036;572 36;;;1; 20 930 kr ;100%;95682;Sales representative;106;RFQ CX1032D;3 - Automation Standard;3MS;2 - Prospect customer;4 - Casual customer
1020268;4) Order received;Order is entered;30.11.2022;4) Buying customer;1224;541 34;;;1; 580 kr ;100%;95786;Sales representative;109;via infomail;3 - Automation Standard;3ZO - Accessories Automation;1 - Top customer;1 - Top customer
1020269;4) Order received;Order is entered;30.11.2022;4) Buying customer;1555;736 36;;;1; 16 091 kr ;100%;95676;Sales representative;104;Via infomail;3 - Automation Standard;3GP - Gripping Modules pneumatic;2 - Prospect customer;2 - Prospect customer
1020270;5) Quote not realized;Quote validity is expired;30.11.2022;4) Buying customer;1020;151 38;;;1; 49 020 kr ;100%;;Sales representative;118;Offert på fixturering;8 - Lathe Chucks;8XS - Power Chucks Standard;1 - Top customer;1 - Top customer
1020271;4) Order received;Order is entered;30.11.2022;4) Buying customer;1554;652 21;;;1; 7 324 kr ;100%;95679;Sales representative;104;Schmalz;3 - Automation Standard;3MS;4 - Casual customer;2 - Prospect customer
1020272;5) Quote not realized;Price/Project not realized;30.11.2022;5) Lost customer;3228;561 61;;11.01.2023;1; 2 995 kr ;100%;;Sales representative;109;Via infomail;3 - Automation Standard;3MS;4 - Casual customer;4 - Casual customer
1020261;5) Quote not realized;Quote validity is expired;29.11.2022;5) Lost customer;50023;213 76;;17.05.2023;1; 9 495 kr ;100%;;Sales representative;105;VCBL-K2;3 - Automation Standard;3MS;4 - Casual customer;4 - Casual customer
1020254;5) Quote not realized;Replaced by a new quotation;29.11.2022;3) Qualified potential customer;52815;737 30;;;8; 130 192 kr ;100%;;Sales representative;103;20372102;2 - Toolholding Systems;2XO - Hydraulics Special;4 - Casual customer;4 - Casual customer
1020259;4) Order received;Order is entered;29.11.2022;4) Buying customer;1305;811 34;;;4; 464 853 kr ;100%;95748;Sales representative;103;4270/FW/JS/Sandvik/3 okumor;8 - Lathe Chucks;8XS - Power Chucks Standard;2 - Prospect customer;1 - Top customer
1020262;4) Order received;Order is entered;29.11.2022;5) Lost customer;2718;592 30;;;8; 4 846 kr ;100%;96323;Sales representative;118;Patrik Sääv;1 - Chuck Jaws;1XS - Jaws Special;4 - Casual customer;2 - Prospect customer
1020264;5) Quote not realized;Quote validity is expired;29.11.2022;5) Lost customer;2718;592 30;;;8; 20 279 kr ;100%;;Sales representative;118;Patrik Sääv;1 - Chuck Jaws;1XS - Jaws Special;4 - Casual customer;2 - Prospect customer
1020263;4) Order received;Order is entered;29.11.2022;4) Buying customer;50414;335 32;;;1; 2 593 kr ;100%;95657;Sales representative;111;Renovering 8704;2 - Toolholding Systems;2RS - Service Workholding;4 - Casual customer;4 - Casual customer
1020265;4) Order received;Order is entered;29.11.2022;4) Buying customer;1224;541 34;;;8; 3 190 kr ;100%;95666;Sales representative;107;Prisuppdatering;5 - Automation System Solutions;5SK - Special components;1 - Top customer;1 - Top customer
1020266;4) Order received;Order is entered;29.11.2022;4) Buying customer;1049;461 81;;;8; 10 528 kr ;100%;95871;Sales representative;107;Reparation 8701;2 - Toolholding Systems;2RS - Service Workholding;2 - Prospect customer;2 - Prospect customer
1020267;4) Order received;Order is entered;29.11.2022;4) Buying customer;3640;695 32;;;8; 15 453 kr ;100%;95768;Sales representative;104;Reparation 8711;3 - Automation Standard;3SO - Service Automation Components;4 - Casual customer;4 - Casual customer
1020253;4) Order received;Order is entered;28.11.2022;4) Buying customer;1018;385 34;;;1; 6 229 kr ;100%;95590;Sales representative;105;SMPi 15;3 - Automation Standard;3MS;1 - Top customer;2 - Prospect customer
1020236;5) Quote not realized;Quote for information purposes;28.11.2022;5) Lost customer;52811;582 73;;29.11.2022;2; 71 334 kr ;100%;;Sales representative;106;Offert;3 - Automation Standard;3GE - Gripping Modules electric;4 - Casual customer;4 - Casual customer
1020260;5) Quote not realized;Price/Project not realized;28.11.2022;4) Buying customer;2669;431 37;;02.01.2023;1; 17 622 kr ;100%;;Sales representative;107;KSC-F 125-362;4 - Stationary Workholding;401 - Clamping systems Std.;4 - Casual customer;4 - Casual customer
